Description,Followers_count,Following_count,HCP_flag
I m Kathy Gallerani reporter for the Kingston Reporter and Carver Reporter Come follow me,389,500,0
,215,631,0
TRADITIONAL DERMATOLOGY IN TUCUMAN ARGENTINA UV Phototherapy Center Clinical and Surgical Dermatology Since 1923 attending NOA,121,1131,0
software craftswoman and cat herder,170,105,0
I sort things out knit spin and love music Openly living with stage IV lung cancer My tools mindfulness healthy habits science love,232,295,0
Pain and Palliative care specialist based in Nairobi,456,539,1
My mission is to ensure that all my client s expectations are met by upholding a consistent commitment throughout each individual real estate transaction,85,201,0
Geology student and CCAA RECREATIVISTA A bit of this crazy jaramaguilla is in Townsville training wallabies,451,510,0
Well you need to relax a lot in a job like mine,185,236,0
A resource for people on the other side of cancer treatment As a young mother diagnosed with cancer at 38 a writer in healthcare and a yoga teacher,114,365,0
Blogger sharer Facebookero and compulsive Retweeter,296,411,0
Smile at me and I will be happy for a lifetime,217,250,0
Gr Tr Social and Master and Doctoranda Sociosanitary Attention to the Univ Valencia Unit RHB work in S Mental,625,910,0
I don't know what to put here,1655,1963,0
Photographer Breast Cancer at 28 Young Women s Health Advocate Intersectional Feminist Smasher of the Patriarchy,379,601,0
,758,75,0
Robert Krause Consulting Get your business running hello robert krause com 49 170 7942566 http t co CtCpZyLbGu,43,171,0
Web specialized in news and multimedia reports that aims to disseminate useful and reliable interesting information for people,16829,414,0
A spontaneously crazy medical trainee Gamer Pirate Hobbyist Pencil PC fan I adore Science Tech Art Photobombing Palestinio Jordanian Muslim,148,213,1
Healthcare professionals working in the clinical and non clinical settings including biotechnology pharmaceutical medical devices and life sciences industries,2472,117,1
BSN RN MBA candidate Retired US Army Nurse Corps,76,144,1
I love Chicago sports I make the world s best grilled cheese You either like the Blackhawks or you are wrong Live free Support our veterans,105,409,0
Director Yale Cancer Center Physician in Chief Smilow Cancer Hospital,352,98,1
Almost graduated college dropout seeking awesomeness Millennial who wants to be Batman Part time freelancer Full time book lover Paleo socialjustice green,1122,440,0
Together we can change things We need Justice like Eating,541,844,0
What better way to start the day than with a smile on your face NoAlMaltratoAnimal AntiTaurino,1027,1792,0
,1034,1563,1
PhD in cancer viruses Supervisor on the taste of flavors of peace on his master Earth Mom Norah Omar Al-Sheikh Phd in Viral Oncology Member BritSciAssoc,345,479,0
Freelance journalist with degrees from the U of C and Mount Royal University I m an accomplished general assignment reporter and feature article writer,316,910,0
Marketero Pharmacist working against Cancer and for life Living in Panama for now,129,311,1
Cartagenero Marrajo Madrid and Spanish,488,818,0
Health blogger writer editor AARP and yes I do have the perfect name for my job,573,120,0
,204,251,1
VP at MacDougall Biomedical Communications PR and public affairs advisor,252,312,0
Journalist and citizen Indalo de Esparto 2014 in Social Networks Double block by luisrogelioLRRC,3826,3421,0
Just an average girl that lives to be anything but average I also love sports local eateries and the joy each day brings goaldigger,1240,1744,0
Graduate student ENMU microbiologist by practice epidemiologist at heart,118,201,1
Every minute of tweets about gadgets news current oddities and also sale and purchase of products wow Super comple Follow me and you will be 100 informed to,850,917,0
Student Lover of architecture SOMETIMES I WANT TO HAVE A MAGICAL WING TO CONVERT THEM IN FROG I am so because,55,131,0
Social Verizon Wireless Tech Gadget Lover Live First Post Later Opinions are my own,475,548,0
I am a Public Relations professionals working in Mumbai Looking to connect wih friends relatives and profesionals from various fields including PR,218,785,0
"But once one cries for a painting, the thing is finished There is no way back There is no case The life we ​​think Sacheri",602,793,0
At the Service of the World Cofrade since 2002 Incenses and Design heraldic and corporate cofrade To Spain serve until Die,23541,21324,0
Director of Molecular Imaging and Therapy MRI and Radiology Research,50,67,1
Living in Hull UK My wife is Russian ios Android Windows Developer Creator of Crazy Rally games Ex Samsung Electronics Electronics Graduate Hull City fan,851,518,0
retired reporter writer wife mother stepmother grandmother photographer singer knitter kayaker swimmer not all at the same time,350,529,0
Palliative medicine physician and asst prof HopkinsMedicine health care advocate amateur comedian Views are my own RT endorsement,330,542,1
I want Catalonia to become a new State of Europe without social injustices and where people's wellbeing is paramount,840,1369,0
Pharmacist Vocal Hospital COF LP Apps health pharmacogeriatria celiac disease Glutenmed Every time I have it clearer I protect patients from medications,2087,2240,0
Finding the best US tweets at the rate of around 400 a day UK tweets can be found on the original TweetsDistilled a c A Lissted service,105,0,0
,250,361,1
Vet lover of horror movies and videogames Weekend coordinator at AlfaBetaJuega Personal account I am not responsible for my opinions,667,499,0
Tweeting about variety of things ptexp arts music photography mentalhealth patientvoice ptsafety whatever else I find interesting,1292,1363,0
Do not depend on anyone in this world until your shadow leaves you when there is darkness 17 Pisces Rock National Cel 2302551531,367,342,0
"Future coffee economist, an inveterate lover of what they call FOOTBALL and a faithful believer that life is not so serious",374,385,0
I like sunflowers and books,358,272,0
better late than never from umbrella to umbrella,267,150,0
Urologic Surgeon In Training Opinions expressed are my own and are not to be considered medical endorsement,143,293,1
cancer researcher mom wife of physician Opinions are my own most interested in how to get new medicines to patients faster,335,204,1
17 Agender Bisexual Mermaidkin ND PanRo Polyamorous oxpocket95 s little spoiled Switch Kinky BDSM Dancing Queer TW hablo de todo,236,344,0
I was born to win watch your steps back to the next steps I trust never to distrust not Three sons life and my blood shed for them only,39,73,0
Graphic and Textile Designer VENEZOLANA Breast Cancer SURVIVOR,1343,1917,0
Internist Doctor Guayaquil Ecuador South America Nickole Ramirez Amador,16138,5809,1
Medical oncologist Magister in molecular oncology I live in Viedma Rio Negro Patagonia Argentina I carry out assistance and clinical research activity,51,95,1
Retweets of tweets containing 72,46,46,0
Proud liberal loves animals and the planet we all share GOP it s called the DEMOCRATIC party,271,373,0
Senior Partner Radiation Oncology Consultants Ltd,18,60,1
Looking for الله blessing in every corner of dunya,98,28,0
Twitter feed of the Virginia Biotechnology Association chapter at UVa sharing scientific news of interest from UVa and the broader biotech community,37,104,0
I do not ask you what is your race your nationality or your religion but what is your suffering? Latin Haendel Bach Barbara Mozart Internal Medicine,656,1787,1
Marketing professional and social communication lover Marketing Manager at Casa Batllo Gaudí Barcelona Follow me on IG carlacrespovidal,478,892,0
Joseph N Macaluso Jr MD FACS Board Certified American Board of Urology Member BOD former Chair 2004 2006 LSU Health Foundation,57,155,1
Foxoo l local calendar Announce your events http t co 71HsrtXFfC,171,489,0
Edelman is the world s largest public relations firm with more than 5 000 employees in 65 cities Follow us for news industry insights,62535,3675,0
Lead Palliative Care Nurse Heart of England FoundationTrust,307,757,1
Believe it all we are going to die Anti-capitalist freethinker that erases your tweets if that bothers you do not follow me Pinochetists abstain thanks ALGDGADU,333,508,0
The LRG has a simple focus to cure a form of cancer GIST and to help those living with it until then,855,925,0
Biotech exec Former scientist former programmer,115,150,1
Physician medical educator Committed to compassionate ethical relationship centered care for all,301,577,1
Muslims like the color Blue Friends NOAH,38,1663,0
When Eneke the bird realized that man has learnt to shoot without missing It learns to fly without perching,381,422,0
That biotech that is dedicated to hanging scribbles on http t co a8UKaW01Su,1360,126,0
Executive Director Oncology Business Unit MSD Italy,31,33,0
A good friend is one with whom I can think loudly Curious lover of reading cats animals in general horror and mystery movies NO DM,5739,4854,0
I am the volunteer Advocacy Coordinator for the Silicon Valley Affiliate of the Pancreatic Cancer Action Network and an 8 year survivor,182,297,0
MediPlanet be is a website intended for Belgian doctors. Consult daily articles on opinion articles or scientific literature,248,576,0
The needs of the many outweigh the needs of the few National Health Action Party member broader NHS campaign supporter,446,507,0
Wife mother executive involved in her community I believe we are blessed so we can be a blessing to others BTW RTs do not endorsements,191,175,0
Journalist Le Temps Geneva Swiss politics and also media France United States Iran I tweet in French and in English,717,733,0
Fintech Cryptocurrency Contrarian Philosophy Partner bitcorati tweets are my own,920,2001,0
Business owner board member IT professional child at heart This account reflects my views not my businesses committees boards RTs MTs not endorsement,1067,1907,0
Bostonian Wannabe jet setter and Mad Man girl Veggie lover Bologna hater,104,237,0
Forbes reporter covering science and medicine,53567,1603,0
Innovator using Smart Engagement mobile big data social media IoT gamification behavioral economics solutions to improve health happiness,1264,551,0
A new magazine offering news and views for the broader hematology oncology community,407,187,0
